id,소속원문,업체명,기호,업체구분,인센티브,전달마커,소통채널,웹활용,직접접수,접수대행,유선접수전달,유선개통전달,무선개통전달,회신전달,계정수,대표아이디,연락처,상태,비고
385,★★임재용팀장님●,임재용팀장님,★★,협력점,N,,카카오톡단체방,,,,,,Y,,1,dlawodyd,,보류,
386,★★잇고●,잇고,★★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,itgo,,활성,
387,★★잇다통신○,잇다통신○,★★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,itda01,,활성,
388,★★자이언트정보●,자이언트정보,★★,협력점,N,?,카카오톡단체방,,,,,,Y,,1,wkdldjsxm,1,보류,
389,★★장경선팀장님●,장경선팀장님,★★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,wkdrudtjs,,활성,
390,★★장군통신●,장군통신,★★,협력점,N,?,카카오톡단체방,,,,,,Y,,1,wkdrnsxhdtls,,보류,
391,★★장현주팀장님●,장현주팀장님,★★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,wkdguswn,,활성,
392,★★전영식팀장님●,전영식팀장님,★★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,wjsdudtlr,,활성,
393,★★정석네트웍스○,정석네트웍스○,★★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,2,kjy8692,,활성,
394,★★정선●,정선,★★,협력점,N,?,카카오톡단체방,,,,,,Y,,1,wjdtjs,,보류,
395,★★정의훈사장님○,정의훈사장님○,★★,협력점,N,?,카카오톡단체방,,,,,,Y,,1,wjddmlgns,,보류,
396,★★제이에스통신(정수통신)○,제이에스통신(정수통신)○,★★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,wjdtnxhdtls,010-6643-7499,활성,
397,★★제이지컴퍼니●,제이지컴퍼니,★★,협력점,N,?,카카오톡단체방,,,,,,Y,,1,wpdlwlzjavjsl,,보류,
398,★★주종훈●,주종훈,★★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,wnwhdgns,,활성,
399,★★주한미군(이희훈)○,주한미군(이희훈)○,★★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,wngksalrns,,활성,
400,★★중앙정보통신○,중앙정보통신○,★★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,wnddkdwjdqh,,활성,
401,★★지성통신●,지성통신,★★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,wltjdxhdtls,,활성,
402,★★천일통신천안●,천일통신천안,★★,협력점,N,?,카카오톡단체방,,,,,,Y,,1,cjsdjrxhdtls,,보류,
403,★★청춘(우경환)○,청춘(우경환)○,★★,협력점,N,,카카오톡단체방,,,,,,Y,,1,dnrudghks,,보류,
404,★★청춘텔레콤○,청춘텔레콤○,★★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,cjdcnsxpffpzha,010-7712-6031,활성,
405,★★최주화팀장님●,최주화팀장님,★★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,chlwnghk,,활성,
406,★★카페아미가○,카페아미가○,★★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,zkvpdkalrk,,활성,
407,★★케이스타●,케이스타,★★,협력점,N,?,카카오톡단체방,,,,,,Y,,1,zpdltmxk,,보류,
408,★★케이정보통신●,케이정보통신,★★,협력점,N,,카카오톡단체방,,,,,,Y,,1,kinfo,,보류,
409,★★콜라보●,콜라보,★★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,zhffkqh,15996584,활성,
410,★★쿨키즈●,쿨키즈,★★,협력점,N,?,카카오톡단체방,,,,,,Y,,1,coolkids,,보류,
411,★★큐커머스●,큐커머스,★★,협력점,N,?,카카오톡단체방,,,,,,Y,,1,zbzjajtm,,보류,
412,★★탑아이티○,탑아이티○,★★,협력점,N,?,카카오톡단체방,,,,,,Y,,1,xkqdkdlxl,,보류,
413,★★태우통신●,태우통신,★★,협력점,N,?,카카오톡단체방,,,,,,Y,,1,tw2011,,보류,
414,★★테라넷●,테라넷,★★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,xpfkspt,,활성,
415,★★테라소셜리네트워크●,테라소셜리네트워크,★★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,xpfkthtuf,,활성,
416,★★통신25○,통신25○,★★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,xhdtls25,,활성,
417,★★통신모두●,통신모두,★★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,xhdtlsahen,010-6609-8474,활성,
418,★★통신백과●,통신백과,★★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,xhdtlsqorrhk,1599-6734,활성,
419,★★통크넷○,통크넷○,★★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,cool001,,활성,
420,★★통통네트웍스●,통통네트웍스,★★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,xhdxhd,,활성,
421,★★투제이시스템(우리가족)●,투제이시스템(우리가족),★★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,dnflrkwhr,,활성,
422,★★티에스모바일○,티에스모바일○,★★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,xldptmahqkdlf,01033550036,활성,
423,★★티에스씨씨(만원더)○,티에스씨씨(만원더)○,★★,협력점,N,?,카카오톡단체방,,,,,,Y,,1,tscc,,보류,
424,★★파워전기통신●,파워전기통신,★★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,seorin,02-1600-7187,활성,
425,★★파워통신●,파워통신,★★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,vkdnjxhdtls,010-6689-9887,활성,
426,★★평생정보통신(서울통신)●,평생정보통신(서울통신),★★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,vudtodwjdqh,,활성,
427,★★포유컴퍼니●,포유컴퍼니,★★,협력점,N,?,카카오톡단체방,,,,,,Y,,1,vhdbzjavjsl,,보류,
428,★★플로넷(인사이트)●,플로넷(인사이트),★★,협력점,N,,카카오톡단체방,,,,,,Y,,1,insite,010-8761-0625,보류,
429,★★피지(케이제이)●,피지(케이제이),★★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,vlwl,,활성,
430,★★한빛통신○,한빛통신○,★★,협력점,N,,카카오톡단체방,,,,,,Y,,1,hanvit,,보류,
431,★★한상정사장님●,한상정사장님,★★,협력점,N,,카카오톡단체방,,,,,,Y,,1,gkstkdwjd,,보류,
432,★★한수위통신●,한수위통신,★★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,hansoowee0,,활성,
433,★★호강정보통신○,호강정보통신○,★★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,ghrkdwjdqh,,활성,
434,★★호두텔레콤○,호두텔레콤○,★★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,ghenxpffpzha,010-6666-1440,활성,
435,★★휴본●,휴본,★★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,gbqhs,,활성,
436,★★휴이넘코리아●,휴이넘코리아,★★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,gbdlsja,,활성,
437,★★힐링통신●,힐링통신,★★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,glffldxhdtls,,활성,
438,★그린파머(KT라인)●,그린파머(KT라인),★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,ktfkdls,,활성,
439,★넷코리아●,넷코리아,★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,sptzhfldk,053-421-0215,활성,
440,★넷플러스컴퍼니●,넷플러스컴퍼니,★,협력점,N,?,카카오톡단체방,,,,,,Y,,1,sptvmffjtm,,보류,
441,★다드림○,다드림○,★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,2,dadream1,,활성,
442,★라인애드●,라인애드,★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,fkdlsdoem,1644-0371,활성,
443,★반월텔레콤●,반월텔레콤,★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,qksdnjfxpffp,053-424-1498,활성,
444,★백메가2○,백메가2○,★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,qoraprk2,,활성,
445,★백메가○,백메가○,★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,qoraprk,,활성,
446,★성림(마운틴)●,성림(마운틴),★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,tjdfla,,활성,
447,★세명정보통신●,세명정보통신,★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,tpwjdwjdqh,,활성,
448,★송림정보통신○,송림정보통신○,★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,thdflawjdqh,,활성,
449,★스마트다올●,스마트다올,★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,rktvmf,,활성,
450,★스카이네트웍스●,스카이네트웍스,★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,tmzkdlspxm,,활성,
451,★스피드통신(익산)○,스피드통신(익산)○,★,협력점,N,,카카오톡단체방,,,,,,Y,,1,speed0124,,보류,
452,★스피드통신●,스피드통신,★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,tmvlemxhdtls,,활성,
453,★씨엘텔레콤○,씨엘텔레콤○,★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,Tldpfxpffpzha,,활성,
454,★아신소프트●,아신소프트,★,협력점,N,?,카카오톡단체방,,,,,,Y,,1,dktls,,보류,
455,★아이티엘(오백메가)●,아이티엘(오백메가),★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,dhqoraprk,,활성,
456,★아진정보통신●,아진정보통신,★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,17,dkwls,010-2997-7788,활성,
457,★알오케이비(좋은하루)●,알오케이비(좋은하루),★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,whgdmsgkfn,010-5573-2232,활성,
458,★엠제이통신○,엠제이통신○,★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,dpawpdlxhdtls,,활성,
459,★위너스네트워크●,위너스네트워크,★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,dnlsjtm,,활성,
460,★위드컴퍼니(도매)●,위드컴퍼니(도매),★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,dnlemzjavjsl1,,활성,
461,★위드컴퍼니(소매)○,위드컴퍼니(소매)○,★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,dnlemzjavjsl2,,활성,
462,★제이엠비즈●,제이엠비즈,★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,wpdldpaqlwm,,활성,
463,★제이투케이(엠에스정보통신)●,제이투케이(엠에스정보통신),★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,dpadptm,,활성,
464,★제일씨앤씨○,제일씨앤씨○,★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,wpdlf,,활성,
465,★지엠컴퍼니●,지엠컴퍼니,★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,wldpazjavjsl,041-903-6170,활성,
466,★찾통,찾통,★,협력점,N,,카카오톡단체방,,,,,,Y,,1,dlehdwh,010-9772-4418,보류,
467,★채움에스앤엘○,채움에스앤엘○,★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,codnadptmdos,02-461-4711,활성,
468,★큐스코●,큐스코,★,협력점,N,,카카오톡단체방,,,,,,Y,,1,zbtmzh,,보류,
469,★타임●,타임,★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,xkdla,,활성,
470,★토리(국대)●,토리(국대),★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,xhflrnreo,010-9806-7576,활성,
471,★티에스피씨●,티에스피씨,★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,xldptmvlTl,010-3550-0910,활성,
472,★플라츠◎,플라츠◎,★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,vmffkcm,010-5841-1111,활성,
473,★피지아이티에스●,피지아이티에스,★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,pgits,,활성,
474,★한통●,한통,★,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,gksxhd,,활성,
475,★해드림(YK프리존)○,해드림(YK프리존)○,★,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,goemfla,,활성,
476,☆☆삼쩜삼,삼쩜삼,☆☆,협력점,N,,카카오톡단체방,,,,,,Y,,1,tkawjatka,,보류,
477,☆☆소중함인사이트○,소중함인사이트○,☆☆,협력점,N,,카카오톡단체방,,,,,,Y,,1,thwndgka,,보류,
478,☆☆와이즐리○,와이즐리○,☆☆,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,dhkdlwmffl,,활성,
479,☆☆우신현장영업(명웅)○,우신현장영업(명웅)○,☆☆,협력점,N,,카카오톡단체방,,,,,,Y,,1,auddnd,,보류,
480,☆☆천성호차장○,천성호차장○,☆☆,협력점,N,O,카카오톡단체방,N,,Y,Y,Y,Y,Y,1,cjstjdgh,010-6751-0099,활성,
481,☆☆크레소티○,크레소티○,☆☆,협력점,N,,카카오톡단체방,,,,,,Y,,1,zmfpthxl,,보류,
482,☆티코디●,티코디,☆,협력점,N,X,카카오톡단체방,Y,,N,N,N,Y,N,1,xlzhel,,활성,
